Domain,Difficulty,Question,A,B,C,D,Answer
Strings,Beginner,What is 'a' * 5?,aaaaa,aaaaaa,AAAAA,a5,aaaaa
Strings,Beginner,What is 'b' * 3?,b3,bbbb,BBB,bbb,bbb
Strings,Beginner,What is 'b' * 2?,bb,BB,b2,bbb,bb
Strings,Beginner,What is 'b' * 5?,bbbbb,BBBBB,bbbbbb,b5,bbbbb
Strings,Beginner,What is 'a' * 3?,aaa,aaaa,AAA,a3,aaa
Strings,Beginner,What is 'd' * 5?,dddddd,d5,ddddd,DDDDD,ddddd
Strings,Beginner,What is 'e' * 4?,eeee,e4,eeeee,EEEE,eeee
Strings,Beginner,What is 'e' * 5?,EEEEE,eeeeee,eeeee,e5,eeeee
Strings,Beginner,What is 'e' * 4?,eeee,EEEE,eeeee,e4,eeee
Strings,Beginner,What is 'b' * 5?,bbbbb,bbbbbb,b5,BBBBB,bbbbb
Strings,Beginner,What is 'e' * 4?,eeeee,e4,eeee,EEEE,eeee
Strings,Beginner,What is 'd' * 4?,DDDD,dddd,ddddd,d4,dddd
Strings,Beginner,What is 'c' * 2?,cc,ccc,c2,CC,cc
Strings,Beginner,What is 'd' * 3?,ddd,dddd,DDD,d3,ddd
Strings,Beginner,What is 'e' * 4?,eeeee,EEEE,eeee,e4,eeee
Strings,Beginner,What is 'b' * 2?,bbb,bb,BB,b2,bb
Strings,Beginner,What is 'a' * 2?,aa,AA,a2,aaa,aa
Strings,Beginner,What is 'a' * 3?,a3,aaaa,AAA,aaa,aaa
Strings,Beginner,What is 'd' * 5?,d5,ddddd,DDDDD,dddddd,ddddd
Strings,Beginner,What is 'c' * 4?,c4,cccc,ccccc,CCCC,cccc
Strings,Beginner,What is 'a' * 3?,AAA,a3,aaaa,aaa,aaa
Strings,Beginner,What is 'b' * 2?,BB,bb,b2,bbb,bb
Strings,Beginner,What is 'c' * 2?,CC,ccc,c2,cc,cc
Strings,Beginner,What is 'c' * 4?,cccc,c4,CCCC,ccccc,cccc
Strings,Beginner,What is 'b' * 5?,b5,bbbbbb,bbbbb,BBBBB,bbbbb
Strings,Beginner,What is 'c' * 3?,ccc,c3,CCC,cccc,ccc
Strings,Beginner,What is 'b' * 2?,bbb,bb,b2,BB,bb
Strings,Beginner,What is 'b' * 5?,bbbbb,b5,BBBBB,bbbbbb,bbbbb
Strings,Beginner,What is 'a' * 5?,a5,AAAAA,aaaaaa,aaaaa,aaaaa
Strings,Beginner,What is 'd' * 4?,DDDD,ddddd,dddd,d4,dddd
Strings,Beginner,What is 'd' * 3?,ddd,DDD,d3,dddd,ddd
Strings,Beginner,What is 'c' * 2?,cc,c2,ccc,CC,cc
Strings,Beginner,What is 'b' * 2?,bbb,BB,b2,bb,bb
Strings,Beginner,What is 'b' * 5?,b5,bbbbb,bbbbbb,BBBBB,bbbbb
Strings,Beginner,What is 'c' * 4?,ccccc,CCCC,cccc,c4,cccc
Strings,Beginner,What is 'd' * 3?,ddd,d3,DDD,dddd,ddd
Strings,Beginner,What is 'd' * 5?,dddddd,DDDDD,ddddd,d5,ddddd
Strings,Beginner,What is 'e' * 5?,e5,eeeeee,eeeee,EEEEE,eeeee
Strings,Beginner,What is 'a' * 3?,AAA,aaaa,aaa,a3,aaa
Strings,Beginner,What is 'e' * 5?,e5,eeeeee,EEEEE,eeeee,eeeee
Strings,Beginner,What is 'e' * 5?,eeeeee,e5,EEEEE,eeeee,eeeee
Strings,Beginner,What is 'a' * 5?,aaaaa,aaaaaa,AAAAA,a5,aaaaa
Strings,Beginner,What is 'd' * 2?,dd,d2,DD,ddd,dd
Strings,Beginner,What is 'a' * 5?,a5,aaaaaa,aaaaa,AAAAA,aaaaa
Strings,Beginner,What is 'e' * 2?,eee,EE,e2,ee,ee
Strings,Beginner,What is 'a' * 2?,AA,aaa,a2,aa,aa
Strings,Beginner,What is 'c' * 5?,CCCCC,cccccc,ccccc,c5,ccccc
Strings,Beginner,What is 'c' * 5?,ccccc,CCCCC,c5,cccccc,ccccc
Strings,Beginner,What is 'a' * 3?,a3,aaaa,aaa,AAA,aaa
Strings,Beginner,What is 'e' * 5?,eeeeee,eeeee,EEEEE,e5,eeeee
Strings,Beginner,What is 'a' * 2?,aa,aaa,a2,AA,aa
Strings,Beginner,What is 'e' * 5?,EEEEE,eeeeee,eeeee,e5,eeeee
Strings,Beginner,What is 'c' * 3?,c3,cccc,ccc,CCC,ccc
Strings,Beginner,What is 'a' * 5?,a5,AAAAA,aaaaaa,aaaaa,aaaaa
Strings,Beginner,What is 'a' * 2?,AA,aaa,a2,aa,aa
Strings,Beginner,What is 'b' * 2?,BB,bb,b2,bbb,bb
Strings,Beginner,What is 'e' * 3?,EEE,e3,eeee,eee,eee
Strings,Beginner,What is 'b' * 4?,bbbbb,b4,bbbb,BBBB,bbbb
Strings,Beginner,What is 'b' * 3?,bbb,BBB,b3,bbbb,bbb
Strings,Beginner,What is 'a' * 3?,aaa,a3,AAA,aaaa,aaa
Strings,Beginner,What is 'a' * 4?,aaaa,a4,AAAA,aaaaa,aaaa
Strings,Beginner,What is 'd' * 5?,ddddd,DDDDD,dddddd,d5,ddddd
Strings,Beginner,What is 'b' * 5?,BBBBB,bbbbbb,bbbbb,b5,bbbbb
Strings,Beginner,What is 'b' * 5?,bbbbbb,b5,BBBBB,bbbbb,bbbbb
Strings,Beginner,What is 'd' * 3?,DDD,d3,ddd,dddd,ddd
Strings,Beginner,What is 'b' * 4?,bbbbb,BBBB,b4,bbbb,bbbb
Strings,Beginner,What is 'a' * 3?,aaaa,AAA,a3,aaa,aaa
Strings,Beginner,What is 'e' * 2?,e2,EE,eee,ee,ee
Strings,Beginner,What is 'd' * 3?,dddd,ddd,d3,DDD,ddd
Strings,Beginner,What is 'b' * 3?,bbbb,b3,BBB,bbb,bbb
Strings,Beginner,What is 'b' * 3?,BBB,b3,bbb,bbbb,bbb
Strings,Beginner,What is 'c' * 5?,ccccc,c5,CCCCC,cccccc,ccccc
Strings,Beginner,What is 'c' * 4?,cccc,c4,ccccc,CCCC,cccc
Strings,Beginner,What is 'd' * 2?,DD,dd,d2,ddd,dd
Strings,Beginner,What is 'c' * 4?,c4,CCCC,cccc,ccccc,cccc
Strings,Beginner,What is 'b' * 2?,bb,b2,bbb,BB,bb
Strings,Beginner,What is 'c' * 3?,CCC,ccc,cccc,c3,ccc
Strings,Beginner,What is 'd' * 3?,ddd,d3,DDD,dddd,ddd
Strings,Beginner,What is 'c' * 5?,CCCCC,ccccc,c5,cccccc,ccccc
Strings,Beginner,What is 'c' * 3?,ccc,cccc,CCC,c3,ccc
Strings,Beginner,What is 'b' * 2?,b2,BB,bbb,bb,bb
Strings,Beginner,What is 'a' * 5?,aaaaaa,aaaaa,AAAAA,a5,aaaaa
Strings,Beginner,What is 'a' * 3?,AAA,a3,aaaa,aaa,aaa
Strings,Beginner,What is 'c' * 2?,cc,c2,CC,ccc,cc
Strings,Beginner,What is 'a' * 2?,a2,AA,aa,aaa,aa
Strings,Beginner,What is 'e' * 4?,eeeee,e4,eeee,EEEE,eeee
Strings,Beginner,What is 'b' * 2?,b2,bbb,BB,bb,bb
Strings,Beginner,What is 'b' * 3?,bbb,bbbb,b3,BBB,bbb
Strings,Beginner,What is 'd' * 2?,dd,ddd,d2,DD,dd
Strings,Beginner,What is 'e' * 3?,EEE,eee,eeee,e3,eee
Strings,Beginner,What is 'a' * 2?,aa,AA,a2,aaa,aa
Strings,Beginner,What is 'e' * 5?,e5,eeeeee,EEEEE,eeeee,eeeee
Strings,Beginner,What is 'b' * 2?,bb,BB,b2,bbb,bb
Strings,Beginner,What is 'e' * 2?,e2,EE,eee,ee,ee
Strings,Beginner,What is 'e' * 5?,e5,eeeeee,eeeee,EEEEE,eeeee
Strings,Beginner,What is 'c' * 2?,CC,cc,ccc,c2,cc
Strings,Beginner,What is 'b' * 3?,BBB,b3,bbb,bbbb,bbb
Strings,Beginner,What is 'b' * 3?,bbb,b3,BBB,bbbb,bbb
Strings,Beginner,What is 'd' * 3?,dddd,d3,DDD,ddd,ddd
Strings,Beginner,What is 'a' * 2?,a2,AA,aa,aaa,aa
Strings,Beginner,What is 'c' * 5?,cccccc,c5,ccccc,CCCCC,ccccc
Strings,Beginner,What is 'd' * 5?,ddddd,DDDDD,dddddd,d5,ddddd
Strings,Beginner,What is 'd' * 3?,DDD,d3,ddd,dddd,ddd
Strings,Beginner,What is 'b' * 2?,BB,bbb,b2,bb,bb
Strings,Beginner,What is 'd' * 3?,ddd,DDD,d3,dddd,ddd
Strings,Beginner,What is 'a' * 2?,aaa,AA,a2,aa,aa
Strings,Beginner,What is 'c' * 4?,c4,CCCC,ccccc,cccc,cccc
Strings,Beginner,What is 'b' * 5?,bbbbb,b5,BBBBB,bbbbbb,bbbbb
Strings,Beginner,What is 'a' * 2?,AA,aaa,a2,aa,aa
Strings,Beginner,What is 'e' * 4?,EEEE,e4,eeee,eeeee,eeee
Strings,Beginner,What is 'd' * 5?,d5,dddddd,DDDDD,ddddd,ddddd
Strings,Beginner,What is 'e' * 3?,e3,EEE,eee,eeee,eee
Strings,Beginner,What is 'c' * 4?,ccccc,cccc,c4,CCCC,cccc
Strings,Beginner,What is 'a' * 3?,aaa,AAA,a3,aaaa,aaa
Strings,Beginner,What is 'c' * 5?,cccccc,CCCCC,c5,ccccc,ccccc
Strings,Beginner,What is 'b' * 5?,BBBBB,bbbbb,bbbbbb,b5,bbbbb
Strings,Beginner,What is 'b' * 4?,bbbbb,BBBB,b4,bbbb,bbbb
Strings,Beginner,What is 'e' * 5?,eeeee,eeeeee,e5,EEEEE,eeeee
Strings,Beginner,What is 'd' * 3?,dddd,ddd,d3,DDD,ddd
Strings,Beginner,What is 'd' * 4?,dddd,DDDD,ddddd,d4,dddd
Strings,Beginner,What is 'c' * 5?,ccccc,CCCCC,cccccc,c5,ccccc
Strings,Beginner,What is 'c' * 5?,c5,cccccc,ccccc,CCCCC,ccccc
Strings,Beginner,What is 'e' * 3?,eeee,e3,EEE,eee,eee
Strings,Beginner,What is 'b' * 5?,b5,bbbbb,bbbbbb,BBBBB,bbbbb
Strings,Beginner,What is 'd' * 5?,ddddd,dddddd,DDDDD,d5,ddddd
Strings,Beginner,What is 'b' * 4?,bbbb,bbbbb,BBBB,b4,bbbb
Strings,Beginner,What is 'd' * 2?,dd,d2,DD,ddd,dd
Strings,Beginner,What is 'e' * 5?,e5,eeeee,EEEEE,eeeeee,eeeee
Strings,Beginner,What is 'c' * 2?,CC,c2,ccc,cc,cc
Strings,Beginner,What is 'b' * 2?,bb,BB,b2,bbb,bb
Strings,Beginner,What is 'a' * 2?,AA,aaa,a2,aa,aa
Strings,Beginner,What is 'e' * 3?,eee,EEE,e3,eeee,eee
Strings,Beginner,What is 'd' * 3?,dddd,d3,ddd,DDD,ddd
Strings,Beginner,What is 'a' * 4?,a4,AAAA,aaaa,aaaaa,aaaa
Strings,Beginner,What is 'b' * 4?,bbbb,bbbbb,b4,BBBB,bbbb
Strings,Beginner,What is 'b' * 5?,bbbbbb,bbbbb,b5,BBBBB,bbbbb
Strings,Beginner,What is 'd' * 5?,dddddd,d5,ddddd,DDDDD,ddddd
Strings,Beginner,What is 'a' * 2?,AA,aaa,a2,aa,aa
Strings,Beginner,What is 'b' * 3?,bbbb,bbb,BBB,b3,bbb
Strings,Beginner,What is 'c' * 5?,CCCCC,c5,ccccc,cccccc,ccccc
Strings,Beginner,What is 'b' * 3?,BBB,bbb,b3,bbbb,bbb
Strings,Beginner,What is 'e' * 3?,eee,e3,EEE,eeee,eee
Strings,Beginner,What is 'd' * 2?,DD,ddd,dd,d2,dd
Strings,Beginner,What is 'a' * 2?,aa,AA,aaa,a2,aa
Strings,Beginner,What is 'b' * 5?,bbbbbb,BBBBB,b5,bbbbb,bbbbb
Strings,Beginner,What is 'e' * 4?,eeee,e4,EEEE,eeeee,eeee
Strings,Beginner,What is 'e' * 2?,ee,eee,e2,EE,ee
Strings,Beginner,What is 'e' * 3?,e3,eee,eeee,EEE,eee
Strings,Beginner,What is 'b' * 4?,BBBB,b4,bbbbb,bbbb,bbbb
Strings,Beginner,What is 'a' * 3?,a3,aaa,aaaa,AAA,aaa
Strings,Beginner,What is 'e' * 5?,e5,eeeee,EEEEE,eeeeee,eeeee
Strings,Beginner,What is 'e' * 5?,EEEEE,e5,eeeee,eeeeee,eeeee
Strings,Beginner,What is 'e' * 3?,eee,EEE,eeee,e3,eee
Strings,Beginner,What is 'b' * 3?,bbbb,bbb,b3,BBB,bbb
Strings,Beginner,What is 'c' * 2?,c2,CC,cc,ccc,cc
Strings,Beginner,What is 'd' * 5?,ddddd,d5,DDDDD,dddddd,ddddd
Strings,Beginner,What is 'd' * 5?,d5,DDDDD,ddddd,dddddd,ddddd
Strings,Beginner,What is 'e' * 2?,EE,ee,eee,e2,ee
Strings,Beginner,What is 'c' * 3?,cccc,c3,ccc,CCC,ccc
Strings,Beginner,What is 'e' * 5?,e5,eeeeee,EEEEE,eeeee,eeeee
Strings,Beginner,What is 'c' * 4?,ccccc,c4,CCCC,cccc,cccc
Strings,Beginner,What is 'e' * 3?,e3,EEE,eee,eeee,eee
Strings,Beginner,What is 'c' * 2?,cc,CC,c2,ccc,cc
Strings,Beginner,What is 'a' * 5?,a5,AAAAA,aaaaaa,aaaaa,aaaaa
Strings,Beginner,What is 'e' * 4?,e4,EEEE,eeee,eeeee,eeee
Strings,Beginner,What is 'b' * 3?,bbbb,b3,BBB,bbb,bbb
Strings,Beginner,What is 'e' * 4?,eeee,EEEE,eeeee,e4,eeee
Strings,Beginner,What is 'c' * 4?,CCCC,c4,ccccc,cccc,cccc
Strings,Beginner,What is 'a' * 4?,aaaaa,aaaa,AAAA,a4,aaaa
Strings,Beginner,What is 'b' * 3?,bbbb,b3,bbb,BBB,bbb
Strings,Beginner,What is 'd' * 3?,ddd,d3,dddd,DDD,ddd
Strings,Beginner,What is 'd' * 5?,d5,dddddd,DDDDD,ddddd,ddddd
Strings,Beginner,What is 'd' * 4?,dddd,ddddd,d4,DDDD,dddd
Strings,Beginner,What is 'c' * 2?,ccc,c2,CC,cc,cc
Strings,Beginner,What is 'c' * 2?,CC,c2,cc,ccc,cc
Strings,Beginner,What is 'b' * 5?,bbbbb,bbbbbb,b5,BBBBB,bbbbb
Strings,Beginner,What is 'c' * 3?,CCC,ccc,c3,cccc,ccc
Strings,Beginner,What is 'a' * 2?,a2,AA,aa,aaa,aa
Strings,Beginner,What is 'b' * 5?,BBBBB,b5,bbbbb,bbbbbb,bbbbb
Strings,Beginner,What is 'b' * 3?,bbbb,b3,bbb,BBB,bbb
Strings,Beginner,What is 'a' * 4?,aaaaa,a4,aaaa,AAAA,aaaa
Strings,Beginner,What is 'b' * 2?,bb,b2,BB,bbb,bb
Strings,Beginner,What is 'b' * 5?,b5,bbbbbb,BBBBB,bbbbb,bbbbb
Strings,Beginner,What is 'a' * 3?,a3,AAA,aaa,aaaa,aaa
Strings,Beginner,What is 'e' * 3?,e3,EEE,eee,eeee,eee
Strings,Beginner,What is 'c' * 2?,c2,cc,CC,ccc,cc
Strings,Beginner,What is 'd' * 2?,DD,dd,ddd,d2,dd
Strings,Beginner,What is 'a' * 2?,aa,aaa,a2,AA,aa
Strings,Beginner,What is 'b' * 5?,bbbbbb,bbbbb,BBBBB,b5,bbbbb
Strings,Beginner,What is 'a' * 2?,aa,AA,aaa,a2,aa
Strings,Beginner,What is 'b' * 3?,bbb,b3,BBB,bbbb,bbb
Strings,Beginner,What is 'b' * 2?,b2,BB,bbb,bb,bb
Strings,Beginner,What is 'e' * 5?,eeeee,eeeeee,e5,EEEEE,eeeee
Strings,Beginner,What is 'b' * 3?,b3,bbb,bbbb,BBB,bbb
Strings,Beginner,What is 'b' * 4?,bbbbb,b4,BBBB,bbbb,bbbb
Strings,Beginner,What is 'b' * 3?,BBB,bbb,b3,bbbb,bbb
Strings,Beginner,What is 'b' * 5?,b5,BBBBB,bbbbb,bbbbbb,bbbbb
Strings,Beginner,What is 'd' * 2?,ddd,DD,d2,dd,dd
Strings,Beginner,What is 'b' * 5?,BBBBB,bbbbb,b5,bbbbbb,bbbbb
Lists,Beginner,What is len([0] * 5)?,4,6,25,5,5
Lists,Beginner,What is len([0] * 2)?,1,4,2,3,2
Lists,Beginner,What is len([0] * 2)?,2,1,3,4,2
Lists,Beginner,What is len([0] * 5)?,5,4,6,25,5
Lists,Beginner,What is len([0] * 2)?,3,2,4,1,2
Lists,Beginner,What is len([0] * 4)?,3,16,5,4,4
Lists,Beginner,What is len([0] * 3)?,9,3,2,4,3
Lists,Beginner,What is len([0] * 4)?,3,4,5,16,4
Lists,Beginner,What is len([0] * 2)?,3,4,2,1,2
Lists,Beginner,What is len([0] * 2)?,1,2,3,4,2
Lists,Beginner,What is len([0] * 4)?,16,5,4,3,4
Lists,Beginner,What is len([0] * 3)?,4,2,9,3,3
Lists,Beginner,What is len([0] * 4)?,16,3,4,5,4
Lists,Beginner,What is len([0] * 3)?,2,3,9,4,3
Lists,Beginner,What is len([0] * 2)?,2,4,1,3,2
Lists,Beginner,What is len([0] * 2)?,1,2,4,3,2
Lists,Beginner,What is len([0] * 5)?,5,4,6,25,5
Lists,Beginner,What is len([0] * 2)?,1,2,3,4,2
Lists,Beginner,What is len([0] * 4)?,5,4,16,3,4
Lists,Beginner,What is len([0] * 2)?,4,2,3,1,2
Lists,Beginner,What is len([0] * 2)?,1,3,4,2,2
Lists,Beginner,What is len([0] * 5)?,25,5,4,6,5
Lists,Beginner,What is len([0] * 3)?,9,2,4,3,3
Lists,Beginner,What is len([0] * 3)?,9,2,3,4,3
Lists,Beginner,What is len([0] * 4)?,16,3,4,5,4
Lists,Beginner,What is len([0] * 2)?,1,3,4,2,2
Lists,Beginner,What is len([0] * 2)?,3,1,2,4,2
Lists,Beginner,What is len([0] * 4)?,16,4,3,5,4
Lists,Beginner,What is len([0] * 5)?,6,25,4,5,5
Lists,Beginner,What is len([0] * 4)?,3,4,16,5,4
Lists,Beginner,What is len([0] * 5)?,5,4,25,6,5
Lists,Beginner,What is len([0] * 3)?,9,4,3,2,3
Lists,Beginner,What is len([0] * 5)?,6,4,25,5,5
Lists,Beginner,What is len([0] * 2)?,4,1,2,3,2
Lists,Beginner,What is len([0] * 4)?,3,5,16,4,4
Lists,Beginner,What is len([0] * 5)?,4,6,5,25,5
Lists,Beginner,What is len([0] * 4)?,3,5,16,4,4
Lists,Beginner,What is len([0] * 5)?,25,5,4,6,5
Lists,Beginner,What is len([0] * 2)?,2,4,3,1,2
Lists,Beginner,What is len([0] * 2)?,3,4,1,2,2
Lists,Beginner,What is len([0] * 3)?,3,9,2,4,3
Lists,Beginner,What is len([0] * 5)?,5,25,4,6,5
Lists,Beginner,What is len([0] * 4)?,16,5,4,3,4
Lists,Beginner,What is len([0] * 3)?,2,4,9,3,3
Lists,Beginner,What is len([0] * 3)?,3,4,2,9,3
Lists,Beginner,What is len([0] * 5)?,25,4,6,5,5
Lists,Beginner,What is len([0] * 3)?,3,4,2,9,3
Lists,Beginner,What is len([0] * 4)?,3,5,16,4,4
Lists,Beginner,What is len([0] * 4)?,5,3,16,4,4
Lists,Beginner,What is len([0] * 3)?,2,9,4,3,3
Lists,Beginner,What is len([0] * 4)?,3,4,5,16,4
Lists,Beginner,What is len([0] * 4)?,3,16,4,5,4
Lists,Beginner,What is len([0] * 5)?,4,5,6,25,5
Lists,Beginner,What is len([0] * 2)?,1,3,2,4,2
Lists,Beginner,What is len([0] * 2)?,1,3,4,2,2
Lists,Beginner,What is len([0] * 3)?,3,4,9,2,3
Lists,Beginner,What is len([0] * 2)?,1,4,2,3,2
Lists,Beginner,What is len([0] * 2)?,2,4,3,1,2
Lists,Beginner,What is len([0] * 3)?,4,9,2,3,3
Lists,Beginner,What is len([0] * 2)?,1,3,2,4,2
Lists,Beginner,What is len([0] * 5)?,6,5,4,25,5
Lists,Beginner,What is len([0] * 5)?,6,4,5,25,5
Lists,Beginner,What is len([0] * 3)?,3,4,9,2,3
Lists,Beginner,What is len([0] * 5)?,25,6,5,4,5
Lists,Beginner,What is len([0] * 4)?,4,5,3,16,4
Lists,Beginner,What is len([0] * 2)?,4,3,1,2,2
Lists,Beginner,What is len([0] * 3)?,2,4,3,9,3
Lists,Beginner,What is len([0] * 2)?,2,1,3,4,2
Lists,Beginner,What is len([0] * 5)?,5,6,4,25,5
Lists,Beginner,What is len([0] * 5)?,4,25,5,6,5
Lists,Beginner,What is len([0] * 4)?,5,16,4,3,4
Lists,Beginner,What is len([0] * 2)?,2,1,3,4,2
Lists,Beginner,What is len([0] * 3)?,9,4,3,2,3
Lists,Beginner,What is len([0] * 3)?,2,3,9,4,3
Lists,Beginner,What is len([0] * 3)?,4,3,2,9,3
Lists,Beginner,What is len([0] * 3)?,3,9,4,2,3
Lists,Beginner,What is len([0] * 4)?,16,3,5,4,4
Lists,Beginner,What is len([0] * 3)?,3,4,9,2,3
Lists,Beginner,What is len([0] * 3)?,2,4,3,9,3
Lists,Beginner,What is len([0] * 2)?,4,2,3,1,2
Lists,Beginner,What is len([0] * 2)?,3,1,2,4,2
Lists,Beginner,What is len([0] * 3)?,4,3,9,2,3
Lists,Beginner,What is len([0] * 4)?,3,5,16,4,4
Lists,Beginner,What is len([0] * 3)?,9,2,4,3,3
Lists,Beginner,What is len([0] * 2)?,2,1,4,3,2
Lists,Beginner,What is len([0] * 2)?,2,4,1,3,2
Lists,Beginner,What is len([0] * 3)?,3,9,4,2,3
Lists,Beginner,What is len([0] * 5)?,25,4,5,6,5
Lists,Beginner,What is len([0] * 3)?,3,4,9,2,3
Lists,Beginner,What is len([0] * 4)?,16,5,4,3,4
Lists,Beginner,What is len([0] * 5)?,6,4,25,5,5
Lists,Beginner,What is len([0] * 3)?,4,9,2,3,3
Lists,Beginner,What is len([0] * 4)?,5,3,16,4,4
Lists,Beginner,What is len([0] * 4)?,16,4,5,3,4
Lists,Beginner,What is len([0] * 4)?,5,3,4,16,4
Lists,Beginner,What is len([0] * 3)?,9,3,4,2,3
Lists,Beginner,What is len([0] * 4)?,3,16,4,5,4
Lists,Beginner,What is len([0] * 2)?,2,3,1,4,2
Lists,Beginner,What is len([0] * 3)?,3,4,2,9,3
Lists,Beginner,What is len([0] * 4)?,5,3,4,16,4
Lists,Beginner,What is len([0] * 3)?,4,3,9,2,3
Lists,Beginner,What is len([0] * 2)?,4,1,2,3,2
Lists,Beginner,What is len([0] * 4)?,5,3,16,4,4
Lists,Beginner,What is len([0] * 3)?,2,4,3,9,3
Lists,Beginner,What is len([0] * 2)?,2,1,4,3,2
Lists,Beginner,What is len([0] * 2)?,1,2,3,4,2
Lists,Beginner,What is len([0] * 5)?,25,6,5,4,5
Lists,Beginner,What is len([0] * 4)?,5,16,4,3,4
Lists,Beginner,What is len([0] * 4)?,16,4,3,5,4
Lists,Beginner,What is len([0] * 2)?,4,3,1,2,2
Lists,Beginner,What is len([0] * 3)?,4,9,2,3,3
Lists,Beginner,What is len([0] * 5)?,25,6,4,5,5
Lists,Beginner,What is len([0] * 3)?,2,4,9,3,3
Lists,Beginner,What is len([0] * 3)?,9,2,3,4,3
Lists,Beginner,What is len([0] * 2)?,2,4,1,3,2
Lists,Beginner,What is len([0] * 5)?,25,4,5,6,5
Lists,Beginner,What is len([0] * 3)?,3,9,2,4,3
Lists,Beginner,What is len([0] * 3)?,4,2,3,9,3
Lists,Beginner,What is len([0] * 5)?,6,5,4,25,5
Lists,Beginner,What is len([0] * 4)?,3,5,16,4,4
Lists,Beginner,What is len([0] * 2)?,2,1,4,3,2
Lists,Beginner,What is len([0] * 3)?,9,4,2,3,3
Lists,Beginner,What is len([0] * 5)?,5,6,25,4,5
Lists,Beginner,What is len([0] * 2)?,1,2,3,4,2
Lists,Beginner,What is len([0] * 3)?,4,9,2,3,3
Lists,Beginner,What is len([0] * 3)?,9,4,3,2,3
Lists,Beginner,What is len([0] * 2)?,3,1,2,4,2
Lists,Beginner,What is len([0] * 3)?,3,9,4,2,3
Lists,Beginner,What is len([0] * 4)?,5,3,16,4,4
Lists,Beginner,What is len([0] * 5)?,5,25,4,6,5
Lists,Beginner,What is len([0] * 2)?,3,1,2,4,2
Lists,Beginner,What is len([0] * 3)?,9,3,4,2,3
Lists,Beginner,What is len([0] * 2)?,4,3,1,2,2
Lists,Beginner,What is len([0] * 5)?,5,25,4,6,5
Lists,Beginner,What is len([0] * 5)?,6,4,25,5,5
Lists,Beginner,What is len([0] * 5)?,5,25,6,4,5
Lists,Beginner,What is len([0] * 2)?,3,2,1,4,2
Lists,Beginner,What is len([0] * 2)?,2,3,1,4,2
Lists,Beginner,What is len([0] * 2)?,2,4,1,3,2
Lists,Beginner,What is len([0] * 4)?,3,4,5,16,4
Lists,Beginner,What is len([0] * 3)?,3,4,9,2,3
Lists,Beginner,What is len([0] * 4)?,4,3,16,5,4
Lists,Beginner,What is len([0] * 2)?,3,2,4,1,2
Lists,Beginner,What is len([0] * 5)?,5,4,6,25,5
Lists,Beginner,What is len([0] * 2)?,3,4,2,1,2
Lists,Beginner,What is len([0] * 5)?,25,5,6,4,5
Lists,Beginner,What is len([0] * 3)?,9,4,3,2,3
Lists,Beginner,What is len([0] * 3)?,4,9,2,3,3
Lists,Beginner,What is len([0] * 4)?,4,5,16,3,4
Lists,Beginner,What is len([0] * 5)?,4,5,6,25,5
Lists,Beginner,What is len([0] * 2)?,2,3,4,1,2
Lists,Beginner,What is len([0] * 5)?,5,6,25,4,5
Lists,Beginner,What is len([0] * 4)?,5,4,16,3,4
Lists,Beginner,What is len([0] * 4)?,5,16,3,4,4
Lists,Beginner,What is len([0] * 3)?,9,4,3,2,3
Lists,Beginner,What is len([0] * 3)?,3,2,9,4,3
Lists,Beginner,What is len([0] * 2)?,3,4,1,2,2
Lists,Beginner,What is len([0] * 3)?,4,2,9,3,3
Lists,Beginner,What is len([0] * 4)?,4,16,3,5,4
Lists,Beginner,What is len([0] * 4)?,5,4,3,16,4
Lists,Beginner,What is len([0] * 5)?,5,4,25,6,5
Lists,Beginner,What is len([0] * 2)?,4,1,3,2,2
Lists,Beginner,What is len([0] * 4)?,3,4,16,5,4
Lists,Beginner,What is len([0] * 5)?,25,6,4,5,5
Lists,Beginner,What is len([0] * 4)?,4,16,3,5,4
Lists,Beginner,What is len([0] * 3)?,9,3,4,2,3
Lists,Beginner,What is len([0] * 2)?,2,1,3,4,2
Lists,Beginner,What is len([0] * 3)?,9,2,4,3,3
Lists,Beginner,What is len([0] * 4)?,4,16,3,5,4
Lists,Beginner,What is len([0] * 5)?,4,25,6,5,5
Lists,Beginner,What is len([0] * 4)?,4,16,5,3,4
Lists,Beginner,What is len([0] * 4)?,3,16,4,5,4
Lists,Beginner,What is len([0] * 4)?,5,16,3,4,4
Lists,Beginner,What is len([0] * 4)?,4,16,5,3,4
Lists,Beginner,What is len([0] * 2)?,3,2,4,1,2
Lists,Beginner,What is len([0] * 4)?,4,5,3,16,4
Lists,Beginner,What is len([0] * 4)?,16,4,3,5,4
Lists,Beginner,What is len([0] * 5)?,4,25,6,5,5
Lists,Beginner,What is len([0] * 5)?,25,5,6,4,5
Lists,Beginner,What is len([0] * 5)?,25,5,4,6,5
Lists,Beginner,What is len([0] * 3)?,4,9,3,2,3
Lists,Beginner,What is len([0] * 5)?,6,4,5,25,5
Lists,Beginner,What is len([0] * 3)?,9,4,2,3,3
Lists,Beginner,What is len([0] * 3)?,2,3,9,4,3
Lists,Beginner,What is len([0] * 2)?,3,2,1,4,2
Lists,Beginner,What is len([0] * 3)?,4,3,9,2,3
Lists,Beginner,What is len([0] * 3)?,3,2,4,9,3
Lists,Beginner,What is len([0] * 5)?,5,6,4,25,5
Lists,Beginner,What is len([0] * 2)?,1,4,3,2,2
